"","CustomerID","freq","Total_Sales","Total_Quantity","Country","Classification"
"3958",17758,411,3448.4,2089,"United Kingdom","Iron"
"894",13536,179,3448.29,2136,"United Kingdom","Iron"
"2041",15129,84,3447.4,1794,"United Kingdom","Iron"
"2661",15974,176,3442.15,2262,"United Kingdom","Iron"
"3936",17725,192,3439.08,2162,"United Kingdom","Iron"
"1381",14221,193,3432.8,2191,"United Kingdom","Iron"
"2451",15676,201,3420.76,2240,"United Kingdom","Iron"
"48",12406,105,3415.3,1818,"Denmark","Iron"
"2667",15981,97,3408.48,1866,"United Kingdom","Iron"
"818",13437,167,3408.06,1283,"United Kingdom","Iron"
"3890",17669,68,3406.72,1916,"United Kingdom","Iron"
"645",13198,226,3401.24,2648,"United Kingdom","Iron"
"1106",13842,205,3370.67,1767,"United Kingdom","Iron"
"2474",15708,288,3364.24,1267,"United Kingdom","Iron"
"2688",16011,212,3362.71,2042,"United Kingdom","Iron"
"1386",14227,175,3350.96,1820,"United Kingdom","Iron"
"3122",16607,172,3347.71,2859,"United Kingdom","Iron"
"3541",17183,73,3347.31,1296,"United Kingdom","Iron"
"242",12643,24,3344.64,1808,"France","Iron"
"216",12613,153,3344.38,1644,"Germany","Iron"
"201",12594,118,3338.22,1777,"Italy","Iron"
"2116",15228,123,3337.81,2241,"United Kingdom","Iron"
"3285",16818,187,3329.67,2162,"United Kingdom","Iron"
"513",13015,175,3316.28,1593,"United Kingdom","Iron"
"776",13373,158,3312.25,1651,"United Kingdom","Iron"
"1828",14841,138,3295.76,1778,"United Kingdom","Iron"
"1732",14702,347,3292.14,1454,"United Kingdom","Iron"
"2416",15632,167,3285.31,2109,"United Kingdom","Iron"
"3088",16556,205,3283.79,1866,"United Kingdom","Iron"
"110",12480,154,3281.63,1707,"Germany","Iron"
"3934",17723,10,3276.4,792,"United Kingdom","Iron"
"2516",15764,179,3264.97,2038,"United Kingdom","Iron"
"1187",13952,137,3251.071,1431,"United Kingdom","Iron"
"535",13047,172,3237.54,1391,"United Kingdom","Iron"
"3450",17050,316,3228.84,1614,"United Kingdom","Iron"
"2275",15443,381,3222.06,1660,"United Kingdom","Iron"
"696",13268,440,3214.69,3658,"United Kingdom","Iron"
"1497",14388,186,3212.84,1941,"United Kingdom","Iron"
"1135",13880,164,3204.77,1830,"United Kingdom","Iron"
"2758",16107,31,3204.16,1176,"United Kingdom","Iron"
"3564",17220,472,3198.25,1905,"United Kingdom","Iron"
"1125",13868,33,3192.54,1964,"United Kingdom","Iron"
"3904",17685,130,3191.53,1956,"United Kingdom","Iron"
"1048",13758,117,3190.55,1844,"United Kingdom","Iron"
"1830",14844,130,3189.81,1833,"United Kingdom","Iron"
"92",12456,125,3181.04,1633,"Switzerland","Iron"
"3893",17672,110,3178.17,1690,"United Kingdom","Iron"
"3573",17231,541,3174.32,1742,"United Kingdom","Iron"
"3299",16837,165,3170.98,1563,"United Kingdom","Iron"
"2713",16041,6,3166.4,1584,"United Kingdom","Iron"
"2589",15861,545,3162.86,2542,"United Kingdom","Iron"
"1348",14175,147,3156.5,1511,"United Kingdom","Iron"
"1392",14235,79,3144.86,1959,"United Kingdom","Iron"
"4029",17863,147,3143.4,2634,"United Kingdom","Iron"
"1988",15065,154,3141.18,1382,"United Kingdom","Iron"
"1035",13742,321,3131.02,1124,"United Kingdom","Iron"
"2797",16156,130,3122.04,1308,"United Kingdom","Iron"
"993",13685,39,3119.44,5056,"United Kingdom","Iron"
"2919",16326,319,3110.96,709,"United Kingdom","Iron"
"3173",16678,163,3109.99,2397,"United Kingdom","Iron"
"1126",13869,307,3104.95,1721,"United Kingdom","Iron"
"1293",14099,250,3104.17,2179,"United Kingdom","Iron"
"3345",16905,208,3102.43,1408,"United Kingdom","Iron"
"2309",15491,154,3100.09,1646,"United Kingdom","Iron"
"1408",14257,106,3099.72,1682,"United Kingdom","Iron"
"1635",14565,127,3099.12,1540,"United Kingdom","Iron"
"598",13135,1,3096,4300,"United Kingdom","Iron"
"767",13362,166,3090.74,1382,"United Kingdom","Iron"
"2848",16218,84,3084.68,2088,"United Kingdom","Iron"
"4329",18272,166,3078.58,2050,"United Kingdom","Iron"
"438",12910,75,3075.04,1692,"United Kingdom","Iron"
"2679",15998,505,3073.02,2040,"United Kingdom","Iron"
"955",13631,11,3070.42,467,"United Kingdom","Iron"
"3456",17059,515,3070.04,1835,"United Kingdom","Iron"
"1548",14456,968,3058.65,2905,"United Kingdom","Iron"
"3372",16940,305,3049.88,2169,"United Kingdom","Iron"
"3180",16686,582,3042.13,2026,"United Kingdom","Iron"
"3988",17799,407,3030.93,1738,"United Kingdom","Iron"
"204",12598,132,3023.08,1964,"France","Iron"
"4197",18094,70,3017.3,2518,"United Kingdom","Iron"
"332",12754,63,3010.74,6481,"Japan","Iron"
"3194",16709,78,3010.37,845,"United Kingdom","Iron"
"2970",16393,327,3007.76,1565,"United Kingdom","Iron"
"442",12916,107,3006.15,1119,"United Kingdom","Iron"
"40",12395,155,3003.63,2106,"Belgium","Iron"
"2332",15521,185,3000.2,1836,"United Kingdom","Iron"
"3766",17504,127,2997.03,1664,"United Kingdom","Iron"
"2458",15687,166,2993.1,1310,"United Kingdom","Iron"
"3883",17659,157,2984.51,1524,"United Kingdom","Iron"
"1684",14639,172,2984.49,1431,"United Kingdom","Iron"
"2583",15854,140,2974.65,939,"United Kingdom","Iron"
"3048",16497,136,2965.69,1396,"United Kingdom","Iron"
"4076",17924,31,2962.5,1160,"United Kingdom","Iron"
"825",13451,442,2961.15,2137,"United Kingdom","Iron"
"265",12670,91,2957.05,1385,"France","Iron"
"1849",14868,144,2953.59,1405,"United Kingdom","Iron"
"3475",17084,162,2949.75,1816,"United Kingdom","Iron"
"1443",14307,179,2944.87,2055,"United Kingdom","Iron"
"3726",17444,135,2940.04,2119,"Canada","Iron"
"2909",16316,151,2938.91,1484,"United Kingdom","Iron"
"1607",14530,216,2925.91,1410,"United Kingdom","Iron"
"3774",17512,105,2924.99,2753,"United Kingdom","Iron"
"2397",15606,77,2920.16,892,"United Kingdom","Iron"
"435",12906,63,2919.81,1749,"United Kingdom","Iron"
"1304",14112,160,2915.15,1651,"United Kingdom","Iron"
"77",12438,98,2906.85,1180,"Norway","Iron"
"3870",17644,157,2895.64,1793,"United Kingdom","Iron"
"4233",18144,43,2888.75,1343,"United Kingdom","Iron"
"3142",16633,152,2883.1,1138,"United Kingdom","Iron"
"1406",14251,78,2879.7,1674,"United Kingdom","Iron"
"1225",14005,84,2874.72,2478,"United Kingdom","Iron"
"2414",15628,155,2870.24,1894,"United Kingdom","Iron"
"1739",14711,357,2868.8,978,"United Kingdom","Iron"
"1154",13901,149,2867.2,1739,"United Kingdom","Iron"
"1243",14032,138,2865.79,1996,"United Kingdom","Iron"
"1029",13735,195,2865.74,1124,"United Kingdom","Iron"
"1611",14535,330,2864.19000000001,1831,"United Kingdom","Iron"
"277",12685,157,2863.08,1523,"France","Iron"
"3938",17728,164,2859.06,1468,"United Kingdom","Iron"
"3363",16928,209,2847.6,2114,"United Kingdom","Iron"
"4234",18145,220,2846.55,2613,"United Kingdom","Iron"
"2669",15984,270,2837.67,1843,"United Kingdom","Iron"
"1835",14852,143,2836.69,1747,"United Kingdom","Iron"
"3836",17596,270,2827.93,4400,"United Kingdom","Iron"
"50",12408,103,2822.7,1394,"Belgium","Iron"
"2448",15673,154,2822.02,1494,"United Kingdom","Iron"
"1640",14572,269,2821.04,1424,"United Kingdom","Iron"
"3320",16871,137,2812.34,1253,"United Kingdom","Iron"
"10",12356,59,2811.43,1591,"Portugal","Iron"
"1875",14903,355,2810.63,1536,"United Kingdom","Iron"
"4300",18230,86,2810.2,1316,"United Kingdom","Iron"
"1829",14842,144,2809.69,1154,"United Kingdom","Iron"
"2739",16081,227,2806.9,1477,"United Kingdom","Iron"
"629",13174,313,2802.03,1383,"United Kingdom","Iron"
"1056",13769,135,2796.51,1163,"United Kingdom","Iron"
"668",13230,609,2795.77,1663,"United Kingdom","Iron"
"185",12578,114,2794.51,1196,"Italy","Iron"
"2676",15993,551,2792.62,2050,"United Kingdom","Iron"
"336",12758,97,2791.59,2135,"Portugal","Iron"
"3948",17739,47,2791.35,861,"United Kingdom","Iron"
"3241",16764,699,2785.5,1248,"United Kingdom","Iron"
"35",12388,100,2780.66,1462,"Australia","Iron"
"1309",14121,159,2780.15,2082,"United Kingdom","Iron"
"4010",17838,121,2779.3,1879,"United Kingdom","Iron"
"1127",13870,115,2770.94,1325,"United Kingdom","Iron"
"2212",15356,518,2763.25,1672,"United Kingdom","Iron"
"1676",14626,121,2761.37,1401,"United Kingdom","Iron"
"1837",14854,127,2759.83,1832,"United Kingdom","Iron"
"1198",13971,149,2758.26,1844,"United Kingdom","Iron"
"3559",17213,155,2751.23,1152,"United Kingdom","Iron"
"2187",15321,95,2748.31,1181,"United Kingdom","Iron"
"2027",15114,196,2745.56,3084,"United Kingdom","Iron"
"2465",15696,171,2736.46,1028,"United Kingdom","Iron"
"3371",16938,241,2736.38,2540,"United Kingdom","Iron"
"2681",16003,103,2735.37,1185,"United Kingdom","Iron"
"391",12840,113,2726.77,1511,"United Kingdom","Iron"
"264",12669,100,2726.33,1109,"France","Iron"
"30",12380,104,2724.81,1127,"Belgium","Iron"
"294",12708,157,2712.91,1307,"Germany","Iron"
"2537",15796,133,2711.56,861,"United Kingdom","Iron"
"3463",17069,143,2709.7,1506,"United Kingdom","Iron"
"1299",14107,123,2703.23,1793,"United Kingdom","Iron"
"1754",14732,147,2702.49,1405,"United Kingdom","Iron"
"4200",18097,108,2697.8,1686,"United Kingdom","Iron"
"1311",14125,164,2693.48,1615,"United Kingdom","Iron"
"3682",17386,28,2686.42,1902,"United Kingdom","Iron"
"228",12625,86,2683.82,1612,"Germany","Iron"
"1138",13883,142,2674.48,1436,"United Kingdom","Iron"
"972",13654,165,2673.43,2180,"United Kingdom","Iron"
"3649",17346,496,2668.16,1653,"United Kingdom","Iron"
"1741",14713,339,2666.36,1615,"United Kingdom","Iron"
"710",13285,184,2662.17,2026,"United Kingdom","Iron"
"1535",14439,32,2661.24,526,"Greece","Iron"
"2447",15671,78,2657.13,1699,"United Kingdom","Iron"
"1808",14808,232,2656.42,2142,"United Kingdom","Iron"
"1113",13851,81,2651.46,1705,"United Kingdom","Iron"
"3131",16618,96,2647.59,1363,"United Kingdom","Iron"
"4321",18260,134,2643.2,1478,"United Kingdom","Iron"
"976",13658,108,2639.17,1019,"United Kingdom","Iron"
"3880",17655,91,2638.94,1116,"United Kingdom","Iron"
"2506",15752,411,2637.38,1978,"United Kingdom","Iron"
"1077",13804,137,2635.79,1498,"United Kingdom","Iron"
"1057",13771,119,2634.45,1477,"United Kingdom","Iron"
"3693",17402,59,2633.85,701,"United Kingdom","Iron"
"4184",18077,227,2633.01,1878,"United Kingdom","Iron"
"807",13422,127,2626.3,1326,"United Kingdom","Iron"
"965",13644,146,2624.26,2067,"United Kingdom","Iron"
"306",12721,159,2622.23,1957,"France","Iron"
"4281",18210,134,2621.38,1398,"United Kingdom","Iron"
"1412",14262,143,2618.23,1645,"United Kingdom","Iron"
"517",13021,131,2616.38,1352,"United Kingdom","Iron"
"140",12520,151,2614.76,1433,"Germany","Iron"
"2527",15782,43,2614.74,864,"United Kingdom","Iron"
"1503",14397,87,2612.96,1890,"United Kingdom","Iron"
"4183",18075,142,2611.75,1464,"United Kingdom","Iron"
"311",12726,124,2609.1,3143,"France","Iron"
"2863",16241,662,2607.87000000001,1453,"United Kingdom","Iron"
"1510",14408,107,2606.53,1616,"United Kingdom","Iron"
"1208",13983,107,2603.43,1183,"United Kingdom","Iron"
"2873",16255,268,2602.21,1761,"United Kingdom","Iron"
"3630",17317,9,2600.34,1146,"United Kingdom","Iron"
"206",12600,64,2599.04,774,"Germany","Iron"
"4107",17965,328,2597.57,1536,"United Kingdom","Iron"
"1149",13895,118,2593.07,1365,"United Kingdom","Iron"
"599",13136,126,2592.61,1316,"United Kingdom","Iron"
"1400",14243,141,2588.77,1221,"United Kingdom","Iron"
"1961",15033,509,2583.72,1694,"United Kingdom","Iron"
"1157",13911,148,2580.91,2731,"United Kingdom","Iron"
"3350",16912,101,2575.38,1029,"United Kingdom","Iron"
"387",12836,173,2575.21,1059,"United Kingdom","Iron"
"2306",15485,86,2575,1306,"United Kingdom","Iron"
"14",12360,128,2572.36,1159,"Austria","Iron"
"4311",18245,175,2567.06,1788,"United Kingdom","Iron"
"2904",16308,4,2560,8000,"United Kingdom","Iron"
"1459",14334,162,2552.21,1731,"United Kingdom","Iron"
"1714",14676,42,2548.24,2500,"United Kingdom","Iron"
"753",13344,119,2543.72,971,"United Kingdom","Iron"
"1621",14546,393,2540.69,1301,"United Kingdom","Iron"
"1731",14701,333,2540.52,929,"United Kingdom","Iron"
"1785",14776,117,2538.3,3134,"United Kingdom","Iron"
"3357",16919,325,2536.75,1407,"United Kingdom","Iron"
"2372",15572,214,2536.61,1216,"United Kingdom","Iron"
"3915",17700,142,2534.64,1266,"United Kingdom","Iron"
"839",13471,260,2531.58,1590,"United Kingdom","Iron"
"1701",14659,253,2529.93,1195,"United Kingdom","Iron"
"3628",17314,131,2527.92,1896,"United Kingdom","Iron"
"1202",13975,337,2522.53,1729,"United Kingdom","Iron"
"3729",17449,277,2520.86,1122,"United Kingdom","Iron"
"788",13394,155,2520.02,2392,"United Kingdom","Iron"
"2129",15245,89,2515.84,1784,"United Kingdom","Iron"
"2151",15271,274,2507.07,1262,"United Kingdom","Iron"
"6",12352,85,2506.04,536,"Norway","Iron"
"999",13695,90,2504.13,1603,"United Kingdom","Iron"
"137",12517,284,2502.84,1371,"Germany","Iron"
"2634",15932,115,2495.87,2325,"United Kingdom","Iron"
"3034",16477,146,2494.46,1415,"United Kingdom","Iron"
"112",12483,75,2484.98,1110,"Sweden","Iron"
"440",12913,50,2483.63,1419,"United Kingdom","Iron"
"1448",14315,101,2481.13,1021,"United Kingdom","Iron"
"870",13507,162,2479.16,1597,"United Kingdom","Iron"
"3195",16710,400,2476.84,1834,"United Kingdom","Iron"
"3902",17682,118,2474.33,1367,"United Kingdom","Iron"
"3544",17188,84,2474.23,1328,"United Kingdom","Iron"
"1779",14766,135,2473.37,1349,"United Kingdom","Iron"
"1585",14502,624,2470.67,1498,"United Kingdom","Iron"
"3528",17164,144,2467.35,1501,"United Kingdom","Iron"
"91",12455,90,2466.86,2089,"Spain","Iron"
"2505",15750,293,2465.48,1786,"United Kingdom","Iron"
"927",13588,173,2463.95,2594,"United Kingdom","Iron"
"3506",17131,134,2463.17,983,"United Kingdom","Iron"
"1065",13784,31,2462.79,2493,"United Kingdom","Iron"
"2449",15674,114,2446.6,1275,"United Kingdom","Iron"
"1341",14163,52,2445.91,893,"United Kingdom","Iron"
"2338",15527,163,2429.78,992,"United Kingdom","Iron"
"3465",17071,140,2429.03,1197,"United Kingdom","Iron"
"2787",16143,117,2424.94,919,"United Kingdom","Iron"
"3933",17722,115,2424.04,1595,"United Kingdom","Iron"
"2005",15089,145,2420.84,1359,"United Kingdom","Iron"
"1184",13949,159,2417.84,2462,"United Kingdom","Iron"
"2224",15373,132,2415.91,500,"United Kingdom","Iron"
"3830",17589,252,2399.17,1627,"United Kingdom","Iron"
"2666",15980,43,2398.86,1560,"United Kingdom","Iron"
"4174",18065,137,2392.83,1027,"United Kingdom","Iron"
"604",13141,135,2388.75,1548,"United Kingdom","Iron"
"2222",15370,94,2386.05,830,"United Kingdom","Iron"
"1576",14493,120,2383.24,1285,"United Kingdom","Iron"
"1396",14239,112,2380.85,993,"United Kingdom","Iron"
"2150",15270,41,2379.49,1521,"United Kingdom","Iron"
"1020",13722,85,2375.41,1401,"United Kingdom","Iron"
"3720",17434,134,2373.82,1693,"United Kingdom","Iron"
"1156",13908,122,2369.55,1478,"United Kingdom","Iron"
"1629",14554,215,2366.09,1477,"United Kingdom","Iron"
"2509",15755,141,2364.25,1427,"United Kingdom","Iron"
"3863",17634,297,2361.97,840,"United Kingdom","Iron"
"41",12397,124,2361,1249,"Belgium","Iron"
"3790",17530,393,2360,1506,"United Kingdom","Iron"
"1536",14440,55,2357.68,588,"United Kingdom","Iron"
"2049",15140,80,2354.25,1572,"United Kingdom","Iron"
"1444",14309,117,2352.53,1633,"United Kingdom","Iron"
"1241",14030,242,2343.14,1478,"United Kingdom","Iron"
"4320",18259,42,2338.6,714,"United Kingdom","Iron"
"191",12584,96,2338.15,416,"Italy","Iron"
"4319",18257,118,2337.63,1041,"United Kingdom","Iron"
"2159",15281,139,2332.15,1211,"United Kingdom","Iron"
"349",12782,103,2330.92,1086,"Portugal","Iron"
"4098",17954,483,2330.22,2232,"United Kingdom","Iron"
"2529",15785,83,2328.97,1612,"United Kingdom","Iron"
"3627",17313,24,2328.84,1402,"United Kingdom","Iron"
"3950",17744,136,2322.4,3412,"United Kingdom","Iron"
"1892",14930,127,2322.01,1163,"Channel Islands","Iron"
"3557",17211,211,2317.22,1323,"United Kingdom","Iron"
"1430",14290,101,2314.65,915,"United Kingdom","Iron"
"1218",13994,155,2313.14,940,"United Kingdom","Iron"
"93",12457,62,2312.38,841,"Cyprus","Iron"
"291",12704,87,2310.94,1004,"Finland","Iron"
"1004",13704,134,2308.06,1531,"United Kingdom","Iron"
"2162",15288,88,2306.52,775,"United Kingdom","Iron"
"3217",16735,125,2300.56,1573,"United Kingdom","Iron"
"3082",16550,251,2298.97,1540,"United Kingdom","Iron"
"583",13115,120,2294.78,1567,"United Kingdom","Iron"
"2470",15704,117,2293.62,1028,"United Kingdom","Iron"
"218",12615,105,2291.19,1376,"France","Iron"
"888",13527,223,2287.51,1692,"United Kingdom","Iron"
"3912",17696,115,2285.71,1756,"United Kingdom","Iron"
"2019",15105,100,2283.63,1205,"United Kingdom","Iron"
"276",12684,105,2283.63,1985,"France","Iron"
"732",13317,124,2273.68,1035,"United Kingdom","Iron"
"3966",17768,105,2273.18,1186,"United Kingdom","Iron"
"1556",14466,72,2272.4,1006,"United Kingdom","Iron"
"3258",16782,189,2263.3,708,"United Kingdom","Iron"
"2725",16057,121,2263.12,863,"United Kingdom","Iron"
"2839",16209,46,2262.62,1179,"United Kingdom","Iron"
"1530",14432,382,2255.51,2070,"United Kingdom","Iron"
"2218",15365,112,2254.32,1036,"United Kingdom","Iron"
"2896",16293,118,2248.99,982,"United Kingdom","Iron"
"3724",17442,135,2248.56,1496,"United Kingdom","Iron"
"2442",15665,116,2242.01,1666,"United Kingdom","Iron"
"1372",14211,112,2241.1,1242,"United Kingdom","Iron"
"3222",16743,191,2238.09,2047,"United Kingdom","Iron"
"1632",14560,74,2237.77,1260,"United Kingdom","Iron"
"3248",16771,254,2236.61,1485,"United Kingdom","Iron"
"1730",14700,115,2235.3,1342,"United Kingdom","Iron"
"2735",16076,129,2234.73,1435,"United Kingdom","Iron"
"4310",18242,78,2232.49,1017,"United Kingdom","Iron"
"1385",14226,67,2232.19,1308,"United Kingdom","Iron"
"2120",15235,142,2230.56,1323,"United Kingdom","Iron"
"1820",14825,121,2226.91,991,"United Kingdom","Iron"
"3832",17591,166,2225.97,1009,"United Kingdom","Iron"
"2568",15834,271,2224.9,962,"United Kingdom","Iron"
"1002",13700,194,2223.82,2290,"United Kingdom","Iron"
"2484",15722,69,2222.56,1026,"United Kingdom","Iron"
"2551",15811,133,2218.62,1071,"United Kingdom","Iron"
"416",12876,85,2218.02,1941,"Belgium","Iron"
"252",12653,43,2209.85,919,"Israel","Iron"
"1120",13862,139,2209.36,1688,"United Kingdom","Iron"
"2538",15797,8,2207.4,873,"United Kingdom","Iron"
"2077",15179,93,2206.95,1938,"United Kingdom","Iron"
"1099",13831,74,2202.99,745,"United Kingdom","Iron"
"3697",17406,113,2200.42,787,"United Kingdom","Iron"
"2036",15123,106,2199.31,1195,"United Kingdom","Iron"
"350",12783,82,2195.96,611,"Portugal","Iron"
"3140",16628,117,2188.05,1205,"United Kingdom","Iron"
"2238",15394,85,2183.54,910,"United Kingdom","Iron"
"404",12856,314,2179.93,1079,"United Kingdom","Iron"
"437",12909,91,2178.67,1280,"United Kingdom","Iron"
"124",12501,149,2169.39,1783,"Germany","Iron"
"1465",14341,128,2167.28,1391,"United Kingdom","Iron"
"234",12633,101,2163.98,1162,"Germany","Iron"
"770",13365,125,2161.47,1221,"United Kingdom","Iron"
"1046",13755,342,2161.35,1264,"United Kingdom","Iron"
"456",12935,129,2160.7,1853,"United Kingdom","Iron"
"3018",16456,111,2158.37,1148,"United Kingdom","Iron"
"1509",14407,73,2157.73,1415,"United Kingdom","Iron"
"2961",16379,108,2157.4,1410,"United Kingdom","Iron"
"662",13224,108,2155.95,1518,"United Kingdom","Iron"
"3392",16966,28,2154.97,1981,"United Kingdom","Iron"
"3602",17272,114,2148.63,1778,"United Kingdom","Iron"
"1821",14828,17,2139.76,2172,"United Kingdom","Iron"
"171",12560,105,2134.01,1110,"Germany","Iron"
"3692",17400,213,2129.96,1097,"United Kingdom","Iron"
"879",13517,141,2128.42,1369,"United Kingdom","Iron"
"2982",16407,172,2126.93,1124,"United Kingdom","Iron"
"1685",14640,106,2125.08,886,"United Kingdom","Iron"
"1982",15058,275,2122.04,1068,"United Kingdom","Iron"
"956",13632,146,2121.27,1037,"United Kingdom","Iron"
"4171",18061,46,2119.41,955,"United Kingdom","Iron"
"4137",18008,30,2116.19,1581,"United Kingdom","Iron"
"1723",14691,71,2114.33,707,"United Kingdom","Iron"
"693",13265,91,2107.66,1752,"United Kingdom","Iron"
"4255",18173,31,2106.84,1220,"United Kingdom","Iron"
"4196",18093,36,2106.52,1392,"United Kingdom","Iron"
"1596",14515,101,2102.09,1134,"United Kingdom","Iron"
"2555",15815,49,2100.6,1856,"United Kingdom","Iron"
"1552",14461,179,2100.11,765,"United Kingdom","Iron"
"591",13126,140,2099.64,2143,"United Kingdom","Iron"
